UF;Tipo Crime;Ano;Mês;Sexo da Vítima;Vítimas
PB;Lesão corporal seguida de morte;2018;agosto;Sexo NI;0
PB;Lesão corporal seguida de morte;2018;setembro;Feminino;0
PB;Lesão corporal seguida de morte;2018;setembro;Masculino;1
PB;Lesão corporal seguida de morte;2018;setembro;Sexo NI;0
PB;Lesão corporal seguida de morte;2018;outubro;Feminino;0
PB;Lesão corporal seguida de morte;2018;outubro;Masculino;2
PB;Lesão corporal seguida de morte;2018;outubro;Sexo NI;0
PB;Lesão corporal seguida de morte;2018;novembro;Feminino;0
PB;Lesão corporal seguida de morte;2018;novembro;Masculino;0
PB;Lesão corporal seguida de morte;2018;novembro;Sexo NI;0
PB;Lesão corporal seguida de morte;2018;dezembro;Feminino;0
PB;Lesão corporal seguida de morte;2018;dezembro;Masculino;0
PB;Lesão corporal seguida de morte;2018;dezembro;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;janeiro;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;janeiro;Masculino;3
PB;Roubo seguido de morte (latrocínio);2018;janeiro;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;fevereiro;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;fevereiro;Masculino;4
PB;Roubo seguido de morte (latrocínio);2018;fevereiro;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;março;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;março;Masculino;2
PB;Roubo seguido de morte (latrocínio);2018;março;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;abril;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;abril;Masculino;3
PB;Roubo seguido de morte (latrocínio);2018;abril;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;maio;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;maio;Masculino;2
PB;Roubo seguido de morte (latrocínio);2018;maio;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;junho;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;junho;Masculino;5
PB;Roubo seguido de morte (latrocínio);2018;junho;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;julho;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;julho;Masculino;5
PB;Roubo seguido de morte (latrocínio);2018;julho;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;agosto;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;agosto;Masculino;2
PB;Roubo seguido de morte (latrocínio);2018;agosto;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;setembro;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;setembro;Masculino;4
PB;Roubo seguido de morte (latrocínio);2018;setembro;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;outubro;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;outubro;Masculino;4
PB;Roubo seguido de morte (latrocínio);2018;outubro;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;novembro;Feminino;1
PB;Roubo seguido de morte (latrocínio);2018;novembro;Masculino;1
PB;Roubo seguido de morte (latrocínio);2018;novembro;Sexo NI;0
PB;Roubo seguido de morte (latrocínio);2018;dezembro;Feminino;0
PB;Roubo seguido de morte (latrocínio);2018;dezembro;Masculino;1
PB;Roubo seguido de morte (latrocínio);2018;dezembro;Sexo NI;0
PR;Homicídio doloso;2018;janeiro;Feminino;10
PR;Homicídio doloso;2018;janeiro;Masculino;156
PR;Homicídio doloso;2018;janeiro;Sexo NI;19
PR;Homicídio doloso;2018;fevereiro;Feminino;17
PR;Homicídio doloso;2018;fevereiro;Masculino;140
PR;Homicídio doloso;2018;fevereiro;Sexo NI;25
PR;Homicídio doloso;2018;março;Feminino;15
PR;Homicídio doloso;2018;março;Masculino;150
PR;Homicídio doloso;2018;março;Sexo NI;26
PR;Homicídio doloso;2018;abril;Feminino;13
PR;Homicídio doloso;2018;abril;Masculino;146
PR;Homicídio doloso;2018;abril;Sexo NI;2
PR;Homicídio doloso;2018;maio;Feminino;16
PR;Homicídio doloso;2018;maio;Masculino;148
PR;Homicídio doloso;2018;maio;Sexo NI;23
PR;Homicídio doloso;2018;junho;Feminino;6
PR;Homicídio doloso;2018;junho;Masculino;116
PR;Homicídio doloso;2018;junho;Sexo NI;5
PR;Homicídio doloso;2018;julho;Feminino;7
PR;Homicídio doloso;2018;julho;Masculino;137
PR;Homicídio doloso;2018;julho;Sexo NI;26
PR;Homicídio doloso;2018;agosto;Feminino;10
PR;Homicídio doloso;2018;agosto;Masculino;123
PR;Homicídio doloso;2018;agosto;Sexo NI;8
PR;Homicídio doloso;2018;setembro;Feminino;10
PR;Homicídio doloso;2018;setembro;Masculino;124
PR;Homicídio doloso;2018;setembro;Sexo NI;20
PR;Homicídio doloso;2018;outubro;Feminino;10
PR;Homicídio doloso;2018;outubro;Masculino;121
PR;Homicídio doloso;2018;outubro;Sexo NI;15
PR;Homicídio doloso;2018;novembro;Feminino;10
PR;Homicídio doloso;2018;novembro;Masculino;126
PR;Homicídio doloso;2018;novembro;Sexo NI;15
PR;Homicídio doloso;2018;dezembro;Feminino;16
PR;Homicídio doloso;2018;dezembro;Masculino;143
PR;Homicídio doloso;2018;dezembro;Sexo NI;1
PR;Lesão corporal seguida de morte;2018;janeiro;Sexo NI;2
PR;Lesão corporal seguida de morte;2018;fevereiro;Sexo NI;1
PR;Lesão corporal seguida de morte;2018;março;Sexo NI;2
PR;Lesão corporal seguida de morte;2018;abril;Sexo NI;6
PR;Lesão corporal seguida de morte;2018;maio;Sexo NI;3
PR;Lesão corporal seguida de morte;2018;junho;Sexo NI;5
PR;Lesão corporal seguida de morte;2018;julho;Sexo NI;3
PR;Lesão corporal seguida de morte;2018;agosto;Sexo NI;5
PR;Lesão corporal seguida de morte;2018;setembro;Sexo NI;1
PR;Lesão corporal seguida de morte;2018;outubro;Sexo NI;4
PR;Lesão corporal seguida de morte;2018;novembro;Sexo NI;3
PR;Lesão corporal seguida de morte;2018;dezembro;Sexo NI;4
PR;Roubo seguido de morte (latrocínio);2018;janeiro;Sexo NI;9
PR;Roubo seguido de morte (latrocínio);2018;fevereiro;Sexo NI;13
PR;Roubo seguido de morte (latrocínio);2018;março;Sexo NI;10
PR;Roubo seguido de morte (latrocínio);2018;abril;Sexo NI;8
PR;Roubo seguido de morte (latrocínio);2018;maio;Sexo NI;13
PR;Roubo seguido de morte (latrocínio);2018;junho;Sexo NI;3
PR;Roubo seguido de morte (latrocínio);2018;julho;Sexo NI;5
PR;Roubo seguido de morte (latrocínio);2018;agosto;Sexo NI;6
PR;Roubo seguido de morte (latrocínio);2018;setembro;Sexo NI;12
PR;Roubo seguido de morte (latrocínio);2018;outubro;Sexo NI;8
PR;Roubo seguido de morte (latrocínio);2018;novembro;Sexo NI;3
PR;Roubo seguido de morte (latrocínio);2018;dezembro;Sexo NI;4
PE;Homicídio doloso;2018;janeiro;Feminino;26
PE;Homicídio doloso;2018;janeiro;Masculino;415
PE;Homicídio doloso;2018;janeiro;Sexo NI;0
PE;Homicídio doloso;2018;fevereiro;Feminino;24
PE;Homicídio doloso;2018;fevereiro;Masculino;369
PE;Homicídio doloso;2018;fevereiro;Sexo NI;1
PE;Homicídio doloso;2018;março;Feminino;20
PE;Homicídio doloso;2018;março;Masculino;330
PE;Homicídio doloso;2018;março;Sexo NI;1
PE;Homicídio doloso;2018;abril;Feminino;13
PE;Homicídio doloso;2018;abril;Masculino;327
PE;Homicídio doloso;2018;abril;Sexo NI;0
PE;Homicídio doloso;2018;maio;Feminino;19
PE;Homicídio doloso;2018;maio;Masculino;325
PE;Homicídio doloso;2018;maio;Sexo NI;0
PE;Homicídio doloso;2018;junho;Feminino;17
PE;Homicídio doloso;2018;junho;Masculino;312
PE;Homicídio doloso;2018;junho;Sexo NI;0
PE;Homicídio doloso;2018;julho;Feminino;17
PE;Homicídio doloso;2018;julho;Masculino;308
PE;Homicídio doloso;2018;julho;Sexo NI;0
PE;Homicídio doloso;2018;agosto;Feminino;20
PE;Homicídio doloso;2018;agosto;Masculino;257
PE;Homicídio doloso;2018;agosto;Sexo NI;0
PE;Homicídio doloso;2018;setembro;Feminino;15
PE;Homicídio doloso;2018;setembro;Masculino;295
PE;Homicídio doloso;2018;setembro;Sexo NI;1
PE;Homicídio doloso;2018;outubro;Feminino;21
PE;Homicídio doloso;2018;outubro;Masculino;298
PE;Homicídio doloso;2018;outubro;Sexo NI;2
PE;Homicídio doloso;2018;novembro;Feminino;14
PE;Homicídio doloso;2018;novembro;Masculino;277
PE;Homicídio doloso;2018;novembro;Sexo NI;1
PE;Homicídio doloso;2018;dezembro;Feminino;22
PE;Homicídio doloso;2018;dezembro;Masculino;273
PE;Homicídio doloso;2018;dezembro;Sexo NI;2
PE;Lesão corporal seguida de morte;2018;janeiro;Feminino;0
PE;Lesão corporal seguida de morte;2018;janeiro;Masculino;0
PE;Lesão corporal seguida de morte;2018;janeiro;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;fevereiro;Feminino;0
PE;Lesão corporal seguida de morte;2018;fevereiro;Masculino;3
PE;Lesão corporal seguida de morte;2018;fevereiro;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;março;Feminino;1
PE;Lesão corporal seguida de morte;2018;março;Masculino;1
PE;Lesão corporal seguida de morte;2018;março;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;abril;Feminino;0
PE;Lesão corporal seguida de morte;2018;abril;Masculino;1
PE;Lesão corporal seguida de morte;2018;abril;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;maio;Feminino;0
PE;Lesão corporal seguida de morte;2018;maio;Masculino;0
PE;Lesão corporal seguida de morte;2018;maio;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;junho;Feminino;0
PE;Lesão corporal seguida de morte;2018;junho;Masculino;1
PE;Lesão corporal seguida de morte;2018;junho;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;julho;Feminino;0
PE;Lesão corporal seguida de morte;2018;julho;Masculino;2
PE;Lesão corporal seguida de morte;2018;julho;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;agosto;Feminino;1
PE;Lesão corporal seguida de morte;2018;agosto;Masculino;2
PE;Lesão corporal seguida de morte;2018;agosto;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;setembro;Feminino;0
PE;Lesão corporal seguida de morte;2018;setembro;Masculino;0
PE;Lesão corporal seguida de morte;2018;setembro;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;outubro;Feminino;0
PE;Lesão corporal seguida de morte;2018;outubro;Masculino;2
PE;Lesão corporal seguida de morte;2018;outubro;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;novembro;Feminino;1
PE;Lesão corporal seguida de morte;2018;novembro;Masculino;0
PE;Lesão corporal seguida de morte;2018;novembro;Sexo NI;0
PE;Lesão corporal seguida de morte;2018;dezembro;Feminino;0
PE;Lesão corporal seguida de morte;2018;dezembro;Masculino;3
PE;Lesão corporal seguida de morte;2018;dezembro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;janeiro;Feminino;1
PE;Roubo seguido de morte (latrocínio);2018;janeiro;Masculino;10
PE;Roubo seguido de morte (latrocínio);2018;janeiro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;fevereiro;Feminino;2
PE;Roubo seguido de morte (latrocínio);2018;fevereiro;Masculino;17
PE;Roubo seguido de morte (latrocínio);2018;fevereiro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;março;Feminino;2
PE;Roubo seguido de morte (latrocínio);2018;março;Masculino;14
PE;Roubo seguido de morte (latrocínio);2018;março;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;abril;Feminino;0
PE;Roubo seguido de morte (latrocínio);2018;abril;Masculino;14
PE;Roubo seguido de morte (latrocínio);2018;abril;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;maio;Feminino;1
PE;Roubo seguido de morte (latrocínio);2018;maio;Masculino;11
PE;Roubo seguido de morte (latrocínio);2018;maio;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;junho;Feminino;0
PE;Roubo seguido de morte (latrocínio);2018;junho;Masculino;6
PE;Roubo seguido de morte (latrocínio);2018;junho;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;julho;Feminino;2
PE;Roubo seguido de morte (latrocínio);2018;julho;Masculino;12
PE;Roubo seguido de morte (latrocínio);2018;julho;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;agosto;Feminino;1
PE;Roubo seguido de morte (latrocínio);2018;agosto;Masculino;7
PE;Roubo seguido de morte (latrocínio);2018;agosto;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;setembro;Feminino;0
PE;Roubo seguido de morte (latrocínio);2018;setembro;Masculino;8
PE;Roubo seguido de morte (latrocínio);2018;setembro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;outubro;Feminino;1
PE;Roubo seguido de morte (latrocínio);2018;outubro;Masculino;9
PE;Roubo seguido de morte (latrocínio);2018;outubro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;novembro;Feminino;0
PE;Roubo seguido de morte (latrocínio);2018;novembro;Masculino;6
PE;Roubo seguido de morte (latrocínio);2018;novembro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2018;dezembro;Feminino;0
PE;Roubo seguido de morte (latrocínio);2018;dezembro;Masculino;7
PE;Roubo seguido de morte (latrocínio);2018;dezembro;Sexo NI;0
PI;Homicídio doloso;2018;janeiro;Feminino;7
PI;Homicídio doloso;2018;janeiro;Masculino;41
PI;Homicídio doloso;2018;fevereiro;Feminino;2
PI;Homicídio doloso;2018;fevereiro;Masculino;44
PI;Homicídio doloso;2018;março;Feminino;4
PI;Homicídio doloso;2018;março;Masculino;44
PI;Homicídio doloso;2018;abril;Feminino;6
PI;Homicídio doloso;2018;abril;Masculino;32
PI;Homicídio doloso;2018;maio;Feminino;5
PI;Homicídio doloso;2018;maio;Masculino;37
PI;Homicídio doloso;2018;junho;Feminino;8
PI;Homicídio doloso;2018;junho;Masculino;51
PI;Homicídio doloso;2018;julho;Feminino;2
PI;Homicídio doloso;2018;julho;Masculino;42
PI;Homicídio doloso;2018;agosto;Feminino;2
PI;Homicídio doloso;2018;agosto;Masculino;45
PI;Homicídio doloso;2018;setembro;Feminino;2
PI;Homicídio doloso;2018;setembro;Masculino;41
PI;Homicídio doloso;2018;outubro;Feminino;5
PI;Homicídio doloso;2018;outubro;Masculino;38
PI;Homicídio doloso;2018;novembro;Feminino;4
PI;Homicídio doloso;2018;novembro;Masculino;51
PI;Homicídio doloso;2018;dezembro;Feminino;2
PI;Homicídio doloso;2018;dezembro;Masculino;47
PI;Lesão corporal seguida de morte;2018;janeiro;Masculino;1
PI;Lesão corporal seguida de morte;2018;fevereiro;Masculino;1
PI;Lesão corporal seguida de morte;2018;março;Masculino;1
PI;Lesão corporal seguida de morte;2018;junho;Masculino;1
PI;Lesão corporal seguida de morte;2018;julho;Feminino;1
PI;Lesão corporal seguida de morte;2018;novembro;Feminino;0
PI;Lesão corporal seguida de morte;2018;novembro;Masculino;1
PI;Lesão corporal seguida de morte;2018;dezembro;Feminino;0
PI;Lesão corporal seguida de morte;2018;dezembro;Masculino;2
PI;Roubo seguido de morte (latrocínio);2018;janeiro;Masculino;2
PI;Roubo seguido de morte (latrocínio);2018;fevereiro;Masculino;1
PI;Roubo seguido de morte (latrocínio);2018;março;Masculino;6
PI;Roubo seguido de morte (latrocínio);2018;abril;Feminino;1
PI;Roubo seguido de morte (latrocínio);2018;abril;Masculino;3
PI;Roubo seguido de morte (latrocínio);2018;maio;Masculino;2
PI;Roubo seguido de morte (latrocínio);2018;junho;Feminino;2
PI;Roubo seguido de morte (latrocínio);2018;junho;Masculino;1
PI;Roubo seguido de morte (latrocínio);2018;julho;Feminino;2
PI;Roubo seguido de morte (latrocínio);2018;julho;Masculino;7
PI;Roubo seguido de morte (latrocínio);2018;agosto;Masculino;5
PI;Roubo seguido de morte (latrocínio);2018;setembro;Masculino;3
PI;Roubo seguido de morte (latrocínio);2018;outubro;Masculino;2
PI;Roubo seguido de morte (latrocínio);2018;novembro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2018;novembro;Masculino;5
PI;Roubo seguido de morte (latrocínio);2018;dezembro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2018;dezembro;Masculino;4
RJ;Homicídio doloso;2018;janeiro;Feminino;39
RJ;Homicídio doloso;2018;janeiro;Masculino;412
RJ;Homicídio doloso;2018;janeiro;Sexo NI;17
RJ;Homicídio doloso;2018;fevereiro;Feminino;31
RJ;Homicídio doloso;2018;fevereiro;Masculino;402
RJ;Homicídio doloso;2018;fevereiro;Sexo NI;8
RJ;Homicídio doloso;2018;março;Feminino;42
RJ;Homicídio doloso;2018;março;Masculino;441
RJ;Homicídio doloso;2018;março;Sexo NI;25
RJ;Homicídio doloso;2018;abril;Feminino;28
RJ;Homicídio doloso;2018;abril;Masculino;421
RJ;Homicídio doloso;2018;abril;Sexo NI;27
RJ;Homicídio doloso;2018;maio;Feminino;25
RJ;Homicídio doloso;2018;maio;Masculino;375
RJ;Homicídio doloso;2018;maio;Sexo NI;23
RJ;Homicídio doloso;2018;junho;Feminino;19
RJ;Homicídio doloso;2018;junho;Masculino;325
RJ;Homicídio doloso;2018;junho;Sexo NI;31
RJ;Homicídio doloso;2018;julho;Feminino;28
RJ;Homicídio doloso;2018;julho;Masculino;355
RJ;Homicídio doloso;2018;julho;Sexo NI;27
RJ;Homicídio doloso;2018;agosto;Feminino;22
RJ;Homicídio doloso;2018;agosto;Masculino;324
RJ;Homicídio doloso;2018;agosto;Sexo NI;14
RJ;Homicídio doloso;2018;setembro;Feminino;22
RJ;Homicídio doloso;2018;setembro;Masculino;348
RJ;Homicídio doloso;2018;setembro;Sexo NI;12
RJ;Homicídio doloso;2018;outubro;Feminino;25
RJ;Homicídio doloso;2018;outubro;Masculino;345
RJ;Homicídio doloso;2018;outubro;Sexo NI;13
RJ;Homicídio doloso;2018;novembro;Feminino;31
RJ;Homicídio doloso;2018;novembro;Masculino;336
RJ;Homicídio doloso;2018;novembro;Sexo NI;11
RJ;Homicídio doloso;2018;dezembro;Feminino;36
RJ;Homicídio doloso;2018;dezembro;Masculino;299
RJ;Homicídio doloso;2018;dezembro;Sexo NI;11
RJ;Lesão corporal seguida de morte;2018;janeiro;Feminino;0
RJ;Lesão corporal seguida de morte;2018;janeiro;Masculino;6
RJ;Lesão corporal seguida de morte;2018;janeiro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;fevereiro;Feminino;2
RJ;Lesão corporal seguida de morte;2018;fevereiro;Masculino;3
RJ;Lesão corporal seguida de morte;2018;fevereiro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;março;Feminino;1
RJ;Lesão corporal seguida de morte;2018;março;Masculino;5
RJ;Lesão corporal seguida de morte;2018;março;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;abril;Feminino;1
RJ;Lesão corporal seguida de morte;2018;abril;Masculino;1
RJ;Lesão corporal seguida de morte;2018;abril;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;maio;Feminino;0
RJ;Lesão corporal seguida de morte;2018;maio;Masculino;2
RJ;Lesão corporal seguida de morte;2018;maio;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;junho;Feminino;0
RJ;Lesão corporal seguida de morte;2018;junho;Masculino;6
RJ;Lesão corporal seguida de morte;2018;junho;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;julho;Feminino;1
RJ;Lesão corporal seguida de morte;2018;julho;Masculino;5
RJ;Lesão corporal seguida de morte;2018;julho;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;agosto;Feminino;0
RJ;Lesão corporal seguida de morte;2018;agosto;Masculino;6
RJ;Lesão corporal seguida de morte;2018;agosto;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;setembro;Feminino;0
RJ;Lesão corporal seguida de morte;2018;setembro;Masculino;7
RJ;Lesão corporal seguida de morte;2018;setembro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;outubro;Feminino;0
RJ;Lesão corporal seguida de morte;2018;outubro;Masculino;2
RJ;Lesão corporal seguida de morte;2018;outubro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;novembro;Feminino;0
RJ;Lesão corporal seguida de morte;2018;novembro;Masculino;3
RJ;Lesão corporal seguida de morte;2018;novembro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2018;dezembro;Feminino;1
RJ;Lesão corporal seguida de morte;2018;dezembro;Masculino;4
RJ;Lesão corporal seguida de morte;2018;dezembro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;janeiro;Feminino;1
RJ;Roubo seguido de morte (latrocínio);2018;janeiro;Masculino;22
RJ;Roubo seguido de morte (latrocínio);2018;janeiro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;fevereiro;Feminino;5
RJ;Roubo seguido de morte (latrocínio);2018;fevereiro;Masculino;16
RJ;Roubo seguido de morte (latrocínio);2018;fevereiro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;março;Feminino;6
RJ;Roubo seguido de morte (latrocínio);2018;março;Masculino;14
RJ;Roubo seguido de morte (latrocínio);2018;março;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;abril;Feminino;3
RJ;Roubo seguido de morte (latrocínio);2018;abril;Masculino;10
RJ;Roubo seguido de morte (latrocínio);2018;abril;Sexo NI;1
RJ;Roubo seguido de morte (latrocínio);2018;maio;Feminino;2
RJ;Roubo seguido de morte (latrocínio);2018;maio;Masculino;11
RJ;Roubo seguido de morte (latrocínio);2018;maio;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;junho;Feminino;2
RJ;Roubo seguido de morte (latrocínio);2018;junho;Masculino;9
RJ;Roubo seguido de morte (latrocínio);2018;junho;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;julho;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2018;julho;Masculino;9
RJ;Roubo seguido de morte (latrocínio);2018;julho;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;agosto;Feminino;1
RJ;Roubo seguido de morte (latrocínio);2018;agosto;Masculino;12
RJ;Roubo seguido de morte (latrocínio);2018;agosto;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;setembro;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2018;setembro;Masculino;14
RJ;Roubo seguido de morte (latrocínio);2018;setembro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;outubro;Feminino;1
RJ;Roubo seguido de morte (latrocínio);2018;outubro;Masculino;10
RJ;Roubo seguido de morte (latrocínio);2018;outubro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;novembro;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2018;novembro;Masculino;12
RJ;Roubo seguido de morte (latrocínio);2018;novembro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2018;dezembro;Feminino;3
RJ;Roubo seguido de morte (latrocínio);2018;dezembro;Masculino;9
RJ;Roubo seguido de morte (latrocínio);2018;dezembro;Sexo NI;1
RN;Homicídio doloso;2018;janeiro;Feminino;9
RN;Homicídio doloso;2018;janeiro;Masculino;159
RN;Homicídio doloso;2018;janeiro;Sexo NI;0
RN;Homicídio doloso;2018;fevereiro;Feminino;6
RN;Homicídio doloso;2018;fevereiro;Masculino;132
RN;Homicídio doloso;2018;fevereiro;Sexo NI;0
RN;Homicídio doloso;2018;março;Feminino;10
RN;Homicídio doloso;2018;março;Masculino;110
RN;Homicídio doloso;2018;março;Sexo NI;0
RN;Homicídio doloso;2018;abril;Feminino;5
RN;Homicídio doloso;2018;abril;Masculino;108
RN;Homicídio doloso;2018;abril;Sexo NI;0
RN;Homicídio doloso;2018;maio;Feminino;4
RN;Homicídio doloso;2018;maio;Masculino;87
RN;Homicídio doloso;2018;maio;Sexo NI;0
RN;Homicídio doloso;2018;junho;Feminino;8
RN;Homicídio doloso;2018;junho;Masculino;124
RN;Homicídio doloso;2018;junho;Sexo NI;1
RN;Homicídio doloso;2018;julho;Feminino;5
RN;Homicídio doloso;2018;julho;Masculino;126
RN;Homicídio doloso;2018;julho;Sexo NI;2
RN;Homicídio doloso;2018;agosto;Feminino;7
RN;Homicídio doloso;2018;agosto;Masculino;124
RN;Homicídio doloso;2018;agosto;Sexo NI;0
RN;Homicídio doloso;2018;setembro;Feminino;5
RN;Homicídio doloso;2018;setembro;Masculino;94
RN;Homicídio doloso;2018;setembro;Sexo NI;0
RN;Homicídio doloso;2018;outubro;Feminino;4
RN;Homicídio doloso;2018;outubro;Masculino;118
RN;Homicídio doloso;2018;outubro;Sexo NI;0
RN;Homicídio doloso;2018;novembro;Feminino;11
RN;Homicídio doloso;2018;novembro;Masculino;85
RN;Homicídio doloso;2018;novembro;Sexo NI;0
RN;Homicídio doloso;2018;dezembro;Feminino;6
RN;Homicídio doloso;2018;dezembro;Masculino;69
RN;Homicídio doloso;2018;dezembro;Sexo NI;1
RN;Lesão corporal seguida de morte;2018;janeiro;Feminino;0
RN;Lesão corporal seguida de morte;2018;janeiro;Masculino;26
RN;Lesão corporal seguida de morte;2018;janeiro;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;fevereiro;Feminino;2
RN;Lesão corporal seguida de morte;2018;fevereiro;Masculino;25
RN;Lesão corporal seguida de morte;2018;fevereiro;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;março;Feminino;0
RN;Lesão corporal seguida de morte;2018;março;Masculino;17
RN;Lesão corporal seguida de morte;2018;março;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;abril;Feminino;0
RN;Lesão corporal seguida de morte;2018;abril;Masculino;27
RN;Lesão corporal seguida de morte;2018;abril;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;maio;Feminino;0
RN;Lesão corporal seguida de morte;2018;maio;Masculino;15
RN;Lesão corporal seguida de morte;2018;maio;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;junho;Feminino;2
RN;Lesão corporal seguida de morte;2018;junho;Masculino;25
RN;Lesão corporal seguida de morte;2018;junho;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;julho;Feminino;1
RN;Lesão corporal seguida de morte;2018;julho;Masculino;21
RN;Lesão corporal seguida de morte;2018;julho;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;agosto;Feminino;2
RN;Lesão corporal seguida de morte;2018;agosto;Masculino;24
RN;Lesão corporal seguida de morte;2018;agosto;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;setembro;Feminino;1
RN;Lesão corporal seguida de morte;2018;setembro;Masculino;15
RN;Lesão corporal seguida de morte;2018;setembro;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;outubro;Feminino;1
RN;Lesão corporal seguida de morte;2018;outubro;Masculino;15
RN;Lesão corporal seguida de morte;2018;outubro;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;novembro;Feminino;0
RN;Lesão corporal seguida de morte;2018;novembro;Masculino;16
RN;Lesão corporal seguida de morte;2018;novembro;Sexo NI;0
RN;Lesão corporal seguida de morte;2018;dezembro;Feminino;1
RN;Lesão corporal seguida de morte;2018;dezembro;Masculino;12
RN;Lesão corporal seguida de morte;2018;dezembro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2018;janeiro;Feminino;1
RN;Roubo seguido de morte (latrocínio);2018;janeiro;Masculino;7
RN;Roubo seguido de morte (latrocínio);2018;janeiro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2018;fevereiro;Feminino;0
RN;Roubo seguido de morte (latrocínio);2018;fevereiro;Masculino;3
