UF;Tipo Crime;Ano;Mês;Ocorrências
SC;Roubo de veículo;2019;setembro;163
SC;Roubo seguido de morte (latrocínio);2019;setembro;1
SC;Tentativa de homicídio;2019;setembro;121
SC;Estupro;2019;outubro;158
SC;Furto de veículo;2019;outubro;711
SC;Homicídio doloso;2019;outubro;62
SC;Lesão corporal seguida de morte;2019;outubro;0
SC;Roubo a instituição financeira;2019;outubro;2
SC;Roubo de carga;2019;outubro;0
SC;Roubo de veículo;2019;outubro;171
SC;Roubo seguido de morte (latrocínio);2019;outubro;5
SC;Tentativa de homicídio;2019;outubro;146
SC;Estupro;2019;novembro;129
SC;Furto de veículo;2019;novembro;739
SC;Homicídio doloso;2019;novembro;65
SC;Lesão corporal seguida de morte;2019;novembro;0
SC;Roubo a instituição financeira;2019;novembro;0
SC;Roubo de carga;2019;novembro;1
SC;Roubo de veículo;2019;novembro;141
SC;Roubo seguido de morte (latrocínio);2019;novembro;1
SC;Tentativa de homicídio;2019;novembro;156
SC;Estupro;2019;dezembro;120
SC;Furto de veículo;2019;dezembro;872
SC;Homicídio doloso;2019;dezembro;63
SC;Lesão corporal seguida de morte;2019;dezembro;0
SC;Roubo a instituição financeira;2019;dezembro;2
SC;Roubo de carga;2019;dezembro;1
SC;Roubo de veículo;2019;dezembro;154
SC;Roubo seguido de morte (latrocínio);2019;dezembro;1
SC;Tentativa de homicídio;2019;dezembro;143
SP;Estupro;2019;janeiro;1071
SP;Furto de veículo;2019;janeiro;7274
SP;Homicídio doloso;2019;janeiro;270
SP;Lesão corporal seguida de morte;2019;janeiro;10
SP;Roubo a instituição financeira;2019;janeiro;1
SP;Roubo de carga;2019;janeiro;610
SP;Roubo de veículo;2019;janeiro;3948
SP;Roubo seguido de morte (latrocínio);2019;janeiro;17
SP;Tentativa de homicídio;2019;janeiro;330
SP;Estupro;2019;fevereiro;946
SP;Furto de veículo;2019;fevereiro;7232
SP;Homicídio doloso;2019;fevereiro;212
SP;Lesão corporal seguida de morte;2019;fevereiro;6
SP;Roubo a instituição financeira;2019;fevereiro;2
SP;Roubo de carga;2019;fevereiro;587
SP;Roubo de veículo;2019;fevereiro;3562
SP;Roubo seguido de morte (latrocínio);2019;fevereiro;12
SP;Tentativa de homicídio;2019;fevereiro;260
SP;Estupro;2019;março;1027
SP;Furto de veículo;2019;março;7669
SP;Homicídio doloso;2019;março;231
SP;Lesão corporal seguida de morte;2019;março;5
SP;Roubo a instituição financeira;2019;março;2
SP;Roubo de carga;2019;março;607
SP;Roubo de veículo;2019;março;4045
SP;Roubo seguido de morte (latrocínio);2019;março;9
SP;Tentativa de homicídio;2019;março;298
SP;Estupro;2019;abril;258
SP;Furto de veículo;2019;abril;7782
SP;Homicídio doloso;2019;abril;255
SP;Lesão corporal seguida de morte;2019;abril;10
SP;Roubo a instituição financeira;2019;abril;1
SP;Roubo de carga;2019;abril;610
SP;Roubo de veículo;2019;abril;4070
SP;Roubo seguido de morte (latrocínio);2019;abril;16
SP;Tentativa de homicídio;2019;abril;330
SP;Estupro;2019;maio;1078
SP;Furto de veículo;2019;maio;8052
SP;Homicídio doloso;2019;maio;214
SP;Lesão corporal seguida de morte;2019;maio;8
SP;Roubo a instituição financeira;2019;maio;1
SP;Roubo de carga;2019;maio;568
SP;Roubo de veículo;2019;maio;4089
SP;Roubo seguido de morte (latrocínio);2019;maio;15
SP;Tentativa de homicídio;2019;maio;285
SP;Estupro;2019;junho;820
SP;Furto de veículo;2019;junho;7333
SP;Homicídio doloso;2019;junho;212
SP;Lesão corporal seguida de morte;2019;junho;11
SP;Roubo a instituição financeira;2019;junho;4
SP;Roubo de carga;2019;junho;554
SP;Roubo de veículo;2019;junho;3934
SP;Roubo seguido de morte (latrocínio);2019;junho;17
SP;Tentativa de homicídio;2019;junho;270
SP;Estupro;2019;julho;850
SP;Furto de veículo;2019;julho;7868
SP;Homicídio doloso;2019;julho;186
SP;Lesão corporal seguida de morte;2019;julho;5
SP;Roubo a instituição financeira;2019;julho;2
SP;Roubo de carga;2019;julho;629
SP;Roubo de veículo;2019;julho;3697
SP;Roubo seguido de morte (latrocínio);2019;julho;16
SP;Tentativa de homicídio;2019;julho;249
SP;Estupro;2019;agosto;1051
SP;Furto de veículo;2019;agosto;1361
SP;Homicídio doloso;2019;agosto;203
SP;Lesão corporal seguida de morte;2019;agosto;7
SP;Roubo a instituição financeira;2019;agosto;1
SP;Roubo de carga;2019;agosto;592
SP;Roubo de veículo;2019;agosto;3554
SP;Roubo seguido de morte (latrocínio);2019;agosto;10
SP;Tentativa de homicídio;2019;agosto;240
SP;Estupro;2019;setembro;1201
SP;Furto de veículo;2019;setembro;7345
SP;Homicídio doloso;2019;setembro;202
SP;Lesão corporal seguida de morte;2019;setembro;8
SP;Roubo a instituição financeira;2019;setembro;1
SP;Roubo de carga;2019;setembro;478
SP;Roubo de veículo;2019;setembro;3294
SP;Roubo seguido de morte (latrocínio);2019;setembro;21
SP;Tentativa de homicídio;2019;setembro;279
SP;Estupro;2019;outubro;1306
SP;Furto de veículo;2019;outubro;8083
SP;Homicídio doloso;2019;outubro;253
SP;Lesão corporal seguida de morte;2019;outubro;13
SP;Roubo a instituição financeira;2019;outubro;1
SP;Roubo de carga;2019;outubro;677
SP;Roubo de veículo;2019;outubro;3821
SP;Roubo seguido de morte (latrocínio);2019;outubro;18
SP;Tentativa de homicídio;2019;outubro;280
SP;Estupro;2019;novembro;1090
SP;Furto de veículo;2019;novembro;7642
SP;Homicídio doloso;2019;novembro;246
SP;Lesão corporal seguida de morte;2019;novembro;5
SP;Roubo a instituição financeira;2019;novembro;2
SP;Roubo de carga;2019;novembro;646
SP;Roubo de veículo;2019;novembro;3950
SP;Roubo seguido de morte (latrocínio);2019;novembro;14
SP;Tentativa de homicídio;2019;novembro;269
SP;Estupro;2019;dezembro;916
SP;Furto de veículo;2019;dezembro;6458
SP;Homicídio doloso;2019;dezembro;294
SP;Lesão corporal seguida de morte;2019;dezembro;11
SP;Roubo a instituição financeira;2019;dezembro;3
SP;Roubo de carga;2019;dezembro;767
SP;Roubo de veículo;2019;dezembro;4549
SP;Roubo seguido de morte (latrocínio);2019;dezembro;26
SP;Tentativa de homicídio;2019;dezembro;300
SE;Estupro;2019;janeiro;56
SE;Furto de veículo;2019;janeiro;49
SE;Homicídio doloso;2019;janeiro;73
SE;Lesão corporal seguida de morte;2019;janeiro;1
SE;Roubo a instituição financeira;2019;janeiro;0
SE;Roubo de carga;2019;janeiro;1
SE;Roubo de veículo;2019;janeiro;223
SE;Roubo seguido de morte (latrocínio);2019;janeiro;4
SE;Tentativa de homicídio;2019;janeiro;45
SE;Estupro;2019;fevereiro;60
SE;Furto de veículo;2019;fevereiro;60
SE;Homicídio doloso;2019;fevereiro;61
SE;Lesão corporal seguida de morte;2019;fevereiro;1
SE;Roubo a instituição financeira;2019;fevereiro;1
SE;Roubo de carga;2019;fevereiro;0
SE;Roubo de veículo;2019;fevereiro;171
SE;Roubo seguido de morte (latrocínio);2019;fevereiro;3
SE;Tentativa de homicídio;2019;fevereiro;44
SE;Estupro;2019;março;55
SE;Furto de veículo;2019;março;83
SE;Homicídio doloso;2019;março;69
SE;Lesão corporal seguida de morte;2019;março;0
SE;Roubo a instituição financeira;2019;março;1
SE;Roubo de veículo;2019;março;167
SE;Roubo seguido de morte (latrocínio);2019;março;1
SE;Tentativa de homicídio;2019;março;45
SE;Estupro;2019;abril;49
SE;Furto de veículo;2019;abril;72
SE;Homicídio doloso;2019;abril;50
SE;Lesão corporal seguida de morte;2019;abril;0
SE;Roubo a instituição financeira;2019;abril;1
SE;Roubo de carga;2019;abril;1
SE;Roubo de veículo;2019;abril;163
SE;Roubo seguido de morte (latrocínio);2019;abril;0
SE;Tentativa de homicídio;2019;abril;50
SE;Estupro;2019;maio;71
SE;Furto de veículo;2019;maio;51
SE;Homicídio doloso;2019;maio;71
SE;Lesão corporal seguida de morte;2019;maio;0
SE;Roubo a instituição financeira;2019;maio;2
SE;Roubo de carga;2019;maio;1
SE;Roubo de veículo;2019;maio;155
SE;Roubo seguido de morte (latrocínio);2019;maio;4
SE;Tentativa de homicídio;2019;maio;50
SE;Estupro;2019;junho;51
SE;Furto de veículo;2019;junho;70
SE;Homicídio doloso;2019;junho;61
SE;Lesão corporal seguida de morte;2019;junho;0
SE;Roubo a instituição financeira;2019;junho;1
SE;Roubo de carga;2019;junho;0
SE;Roubo de veículo;2019;junho;126
SE;Roubo seguido de morte (latrocínio);2019;junho;2
SE;Tentativa de homicídio;2019;junho;41
SE;Estupro;2019;julho;53
SE;Furto de veículo;2019;julho;53
SE;Homicídio doloso;2019;julho;53
SE;Lesão corporal seguida de morte;2019;julho;1
SE;Roubo a instituição financeira;2019;julho;0
SE;Roubo de carga;2019;julho;3
SE;Roubo de veículo;2019;julho;124
SE;Roubo seguido de morte (latrocínio);2019;julho;1
SE;Tentativa de homicídio;2019;julho;38
SE;Estupro;2019;agosto;72
SE;Furto de veículo;2019;agosto;82
SE;Homicídio doloso;2019;agosto;56
SE;Lesão corporal seguida de morte;2019;agosto;0
SE;Roubo a instituição financeira;2019;agosto;1
SE;Roubo de carga;2019;agosto;0
SE;Roubo de veículo;2019;agosto;126
SE;Roubo seguido de morte (latrocínio);2019;agosto;1
SE;Tentativa de homicídio;2019;agosto;50
SE;Estupro;2019;setembro;23
SE;Furto de veículo;2019;setembro;194
SE;Homicídio doloso;2019;setembro;66
SE;Lesão corporal seguida de morte;2019;setembro;1
SE;Roubo a instituição financeira;2019;setembro;0
SE;Roubo de carga;2019;setembro;0
SE;Roubo de veículo;2019;setembro;189
SE;Roubo seguido de morte (latrocínio);2019;setembro;1
SE;Tentativa de homicídio;2019;setembro;45
SE;Estupro;2019;outubro;16
SE;Furto de veículo;2019;outubro;90
SE;Homicídio doloso;2019;outubro;57
SE;Lesão corporal seguida de morte;2019;outubro;0
SE;Roubo a instituição financeira;2019;outubro;0
SE;Roubo de carga;2019;outubro;1
SE;Roubo de veículo;2019;outubro;183
SE;Roubo seguido de morte (latrocínio);2019;outubro;4
SE;Tentativa de homicídio;2019;outubro;67
SE;Estupro;2019;novembro;66
SE;Furto de veículo;2019;novembro;87
SE;Homicídio doloso;2019;novembro;90
SE;Lesão corporal seguida de morte;2019;novembro;0
SE;Roubo a instituição financeira;2019;novembro;0
SE;Roubo de carga;2019;novembro;0
SE;Roubo de veículo;2019;novembro;238
SE;Roubo seguido de morte (latrocínio);2019;novembro;4
SE;Tentativa de homicídio;2019;novembro;52
SE;Estupro;2019;dezembro;60
SE;Furto de veículo;2019;dezembro;77
SE;Homicídio doloso;2019;dezembro;71
SE;Lesão corporal seguida de morte;2019;dezembro;0
SE;Roubo a instituição financeira;2019;dezembro;0
SE;Roubo de carga;2019;dezembro;0
SE;Roubo de veículo;2019;dezembro;229
SE;Roubo seguido de morte (latrocínio);2019;dezembro;2
SE;Tentativa de homicídio;2019;dezembro;58
TO;Estupro;2019;janeiro;50
TO;Furto de veículo;2019;janeiro;165
TO;Homicídio doloso;2019;janeiro;23
TO;Lesão corporal seguida de morte;2019;janeiro;1
TO;Roubo a instituição financeira;2019;janeiro;0
TO;Roubo de carga;2019;janeiro;0
TO;Roubo de veículo;2019;janeiro;68
TO;Roubo seguido de morte (latrocínio);2019;janeiro;2
TO;Tentativa de homicídio;2019;janeiro;46
TO;Estupro;2019;fevereiro;60
TO;Furto de veículo;2019;fevereiro;98
TO;Homicídio doloso;2019;fevereiro;24
TO;Lesão corporal seguida de morte;2019;fevereiro;1
TO;Roubo a instituição financeira;2019;fevereiro;1
TO;Roubo de carga;2019;fevereiro;0
TO;Roubo de veículo;2019;fevereiro;63
TO;Roubo seguido de morte (latrocínio);2019;fevereiro;2
TO;Tentativa de homicídio;2019;fevereiro;30
TO;Estupro;2019;março;59
TO;Furto de veículo;2019;março;137
TO;Homicídio doloso;2019;março;33
TO;Lesão corporal seguida de morte;2019;março;0
TO;Roubo a instituição financeira;2019;março;0
TO;Roubo de carga;2019;março;0
TO;Roubo de veículo;2019;março;36
TO;Roubo seguido de morte (latrocínio);2019;março;0
TO;Tentativa de homicídio;2019;março;21
TO;Estupro;2019;abril;66
TO;Furto de veículo;2019;abril;126
TO;Homicídio doloso;2019;abril;36
TO;Lesão corporal seguida de morte;2019;abril;2
TO;Roubo a instituição financeira;2019;abril;1
TO;Roubo de carga;2019;abril;0
TO;Roubo de veículo;2019;abril;62
TO;Roubo seguido de morte (latrocínio);2019;abril;0
TO;Tentativa de homicídio;2019;abril;51
TO;Estupro;2019;maio;71
TO;Furto de veículo;2019;maio;160
TO;Homicídio doloso;2019;maio;27
TO;Lesão corporal seguida de morte;2019;maio;0
TO;Roubo a instituição financeira;2019;maio;0
TO;Roubo de carga;2019;maio;0
TO;Roubo de veículo;2019;maio;45
TO;Roubo seguido de morte (latrocínio);2019;maio;4
TO;Tentativa de homicídio;2019;maio;47
TO;Estupro;2019;junho;68
TO;Furto de veículo;2019;junho;163
TO;Homicídio doloso;2019;junho;23
TO;Lesão corporal seguida de morte;2019;junho;0
TO;Roubo a instituição financeira;2019;junho;0
TO;Roubo de carga;2019;junho;0
TO;Roubo de veículo;2019;junho;45
TO;Roubo seguido de morte (latrocínio);2019;junho;2
TO;Tentativa de homicídio;2019;junho;56
TO;Estupro;2019;julho;82
TO;Furto de veículo;2019;julho;142
TO;Homicídio doloso;2019;julho;20
TO;Lesão corporal seguida de morte;2019;julho;0
TO;Roubo a instituição financeira;2019;julho;0
TO;Roubo de carga;2019;julho;1
TO;Roubo de veículo;2019;julho;41
TO;Roubo seguido de morte (latrocínio);2019;julho;4
TO;Tentativa de homicídio;2019;julho;38
TO;Estupro;2019;agosto;77
TO;Furto de veículo;2019;agosto;47
TO;Homicídio doloso;2019;agosto;28
TO;Lesão corporal seguida de morte;2019;agosto;1
TO;Roubo a instituição financeira;2019;agosto;1
TO;Roubo de veículo;2019;agosto;48
TO;Roubo seguido de morte (latrocínio);2019;agosto;1
TO;Tentativa de homicídio;2019;agosto;36
TO;Estupro;2019;setembro;11
TO;Furto de veículo;2019;setembro;58
TO;Homicídio doloso;2019;setembro;27
TO;Lesão corporal seguida de morte;2019;setembro;0
TO;Roubo a instituição financeira;2019;setembro;0
TO;Roubo de carga;2019;setembro;0
TO;Roubo de veículo;2019;setembro;58
TO;Roubo seguido de morte (latrocínio);2019;setembro;1
TO;Tentativa de homicídio;2019;setembro;44
TO;Estupro;2019;outubro;28
TO;Furto de veículo;2019;outubro;161
TO;Homicídio doloso;2019;outubro;22
TO;Lesão corporal seguida de morte;2019;outubro;2
TO;Roubo a instituição financeira;2019;outubro;0
TO;Roubo de carga;2019;outubro;0
TO;Roubo de veículo;2019;outubro;102
TO;Roubo seguido de morte (latrocínio);2019;outubro;2
TO;Tentativa de homicídio;2019;outubro;62
TO;Estupro;2019;novembro;78
TO;Furto de veículo;2019;novembro;137
TO;Lesão corporal seguida de morte;2019;novembro;0
TO;Roubo a instituição financeira;2019;novembro;0
TO;Roubo de carga;2019;novembro;0
TO;Roubo de veículo;2019;novembro;82
TO;Roubo seguido de morte (latrocínio);2019;novembro;0
TO;Tentativa de homicídio;2019;novembro;44
TO;Estupro;2019;dezembro;68
TO;Furto de veículo;2019;dezembro;175
TO;Homicídio doloso;2019;dezembro;38
TO;Lesão corporal seguida de morte;2019;dezembro;0
TO;Roubo a instituição financeira;2019;dezembro;0
TO;Roubo de carga;2019;dezembro;0
TO;Roubo de veículo;2019;dezembro;51
TO;Roubo seguido de morte (latrocínio);2019;dezembro;0
TO;Tentativa de homicídio;2019;dezembro;43
AC;Estupro;2018;janeiro;14
AC;Furto de veículo;2018;janeiro;74
AC;Homicídio doloso;2018;janeiro;51
AC;Lesão corporal seguida de morte;2018;janeiro;0
AC;Roubo a instituição financeira;2018;janeiro;1
AC;Roubo de carga;2018;janeiro;0
AC;Roubo de veículo;2018;janeiro;110
AC;Roubo seguido de morte (latrocínio);2018;janeiro;2
AC;Tentativa de homicídio;2018;janeiro;8
AC;Estupro;2018;fevereiro;20
AC;Furto de veículo;2018;fevereiro;56
AC;Homicídio doloso;2018;fevereiro;28
AC;Lesão corporal seguida de morte;2018;fevereiro;0
AC;Roubo a instituição financeira;2018;fevereiro;0
AC;Roubo de carga;2018;fevereiro;0
AC;Roubo de veículo;2018;fevereiro;59
AC;Roubo seguido de morte (latrocínio);2018;fevereiro;2
AC;Tentativa de homicídio;2018;fevereiro;3
AC;Estupro;2018;março;26
AC;Furto de veículo;2018;março;37
AC;Homicídio doloso;2018;março;29
AC;Lesão corporal seguida de morte;2018;março;0
AC;Roubo a instituição financeira;2018;março;0
AC;Roubo de carga;2018;março;0
AC;Roubo de veículo;2018;março;48
AC;Roubo seguido de morte (latrocínio);2018;março;0
AC;Tentativa de homicídio;2018;março;7
AC;Estupro;2018;abril;25
AC;Furto de veículo;2018;abril;44
AC;Homicídio doloso;2018;abril;30
AC;Lesão corporal seguida de morte;2018;abril;0
AC;Roubo a instituição financeira;2018;abril;0
AC;Roubo de carga;2018;abril;0
AC;Roubo de veículo;2018;abril;53
AC;Roubo seguido de morte (latrocínio);2018;abril;4
AC;Tentativa de homicídio;2018;abril;3
AC;Estupro;2018;maio;23
AC;Furto de veículo;2018;maio;43
AC;Homicídio doloso;2018;maio;36
AC;Lesão corporal seguida de morte;2018;maio;0
AC;Roubo a instituição financeira;2018;maio;0
AC;Roubo de carga;2018;maio;0
AC;Roubo de veículo;2018;maio;87
AC;Roubo seguido de morte (latrocínio);2018;maio;1
AC;Tentativa de homicídio;2018;maio;8
AC;Estupro;2018;junho;20
AC;Furto de veículo;2018;junho;56
AC;Homicídio doloso;2018;junho;36
AC;Lesão corporal seguida de morte;2018;junho;0
AC;Roubo a instituição financeira;2018;junho;1
AC;Roubo de carga;2018;junho;0
AC;Roubo de veículo;2018;junho;102
AC;Roubo seguido de morte (latrocínio);2018;junho;1
AC;Tentativa de homicídio;2018;junho;7
AC;Estupro;2018;julho;16
AC;Furto de veículo;2018;julho;56
AC;Homicídio doloso;2018;julho;51
AC;Lesão corporal seguida de morte;2018;julho;0
AC;Roubo a instituição financeira;2018;julho;0
AC;Roubo de carga;2018;julho;1
AC;Roubo de veículo;2018;julho;90
AC;Roubo seguido de morte (latrocínio);2018;julho;0
AC;Tentativa de homicídio;2018;julho;11
AC;Estupro;2018;agosto;22
AC;Furto de veículo;2018;agosto;58
AC;Homicídio doloso;2018;agosto;33
AC;Lesão corporal seguida de morte;2018;agosto;0
AC;Roubo a instituição financeira;2018;agosto;0
AC;Roubo de carga;2018;agosto;0
AC;Roubo de veículo;2018;agosto;91
AC;Roubo seguido de morte (latrocínio);2018;agosto;2
AC;Tentativa de homicídio;2018;agosto;9
AC;Estupro;2018;setembro;30
AC;Furto de veículo;2018;setembro;76
AC;Homicídio doloso;2018;setembro;25
AC;Lesão corporal seguida de morte;2018;setembro;0
AC;Roubo a instituição financeira;2018;setembro;0
AC;Roubo de carga;2018;setembro;0
AC;Roubo de veículo;2018;setembro;98
AC;Roubo seguido de morte (latrocínio);2018;setembro;4
AC;Tentativa de homicídio;2018;setembro;6
AC;Estupro;2018;outubro;24
AC;Furto de veículo;2018;outubro;87
AC;Homicídio doloso;2018;outubro;28
AC;Lesão corporal seguida de morte;2018;outubro;0
AC;Roubo a instituição financeira;2018;outubro;0
AC;Roubo de carga;2018;outubro;0
AC;Roubo de veículo;2018;outubro;120
AC;Roubo seguido de morte (latrocínio);2018;outubro;1
AC;Tentativa de homicídio;2018;outubro;16
AC;Estupro;2018;novembro;17
AC;Furto de veículo;2018;novembro;63
AC;Homicídio doloso;2018;novembro;21
AC;Lesão corporal seguida de morte;2018;novembro;0
AC;Roubo a instituição financeira;2018;novembro;0
AC;Roubo de carga;2018;novembro;0
AC;Roubo de veículo;2018;novembro;117
AC;Roubo seguido de morte (latrocínio);2018;novembro;2
AC;Tentativa de homicídio;2018;novembro;7
AC;Estupro;2018;dezembro;23
AC;Furto de veículo;2018;dezembro;54
AC;Homicídio doloso;2018;dezembro;28
AC;Lesão corporal seguida de morte;2018;dezembro;0
AC;Roubo a instituição financeira;2018;dezembro;1
AC;Roubo de carga;2018;dezembro;0
AC;Roubo de veículo;2018;dezembro;105
AC;Roubo seguido de morte (latrocínio);2018;dezembro;1
AC;Tentativa de homicídio;2018;dezembro;1
AL;Estupro;2018;janeiro;58
AL;Furto de veículo;2018;janeiro;132
AL;Homicídio doloso;2018;janeiro;148
AL;Lesão corporal seguida de morte;2018;janeiro;0
AL;Roubo a instituição financeira;2018;janeiro;4
AL;Roubo de carga;2018;janeiro;12
AL;Roubo de veículo;2018;janeiro;290
AL;Roubo seguido de morte (latrocínio);2018;janeiro;5
AL;Tentativa de homicídio;2018;janeiro;47
AL;Estupro;2018;fevereiro;44
AL;Furto de veículo;2018;fevereiro;106
AL;Homicídio doloso;2018;fevereiro;106
AL;Lesão corporal seguida de morte;2018;fevereiro;0
AL;Roubo a instituição financeira;2018;fevereiro;2
AL;Roubo de carga;2018;fevereiro;9
AL;Roubo de veículo;2018;fevereiro;277
AL;Roubo seguido de morte (latrocínio);2018;fevereiro;3
AL;Tentativa de homicídio;2018;fevereiro;43
AL;Estupro;2018;março;60
AL;Furto de veículo;2018;março;101
AL;Homicídio doloso;2018;março;118
AL;Lesão corporal seguida de morte;2018;março;2
AL;Roubo a instituição financeira;2018;março;2
AL;Roubo de carga;2018;março;9
AL;Roubo de veículo;2018;março;292
AL;Roubo seguido de morte (latrocínio);2018;março;6
AL;Tentativa de homicídio;2018;março;36
AL;Estupro;2018;abril;46
AL;Furto de veículo;2018;abril;119
AL;Homicídio doloso;2018;abril;136
AL;Lesão corporal seguida de morte;2018;abril;0
AL;Roubo a instituição financeira;2018;abril;3
AL;Roubo de carga;2018;abril;7
AL;Roubo de veículo;2018;abril;314
AL;Roubo seguido de morte (latrocínio);2018;abril;3
AL;Tentativa de homicídio;2018;abril;34
AL;Estupro;2018;maio;44
AL;Furto de veículo;2018;maio;116
AL;Homicídio doloso;2018;maio;112
AL;Lesão corporal seguida de morte;2018;maio;0
AL;Roubo a instituição financeira;2018;maio;4
AL;Roubo de carga;2018;maio;7
AL;Roubo de veículo;2018;maio;317
AL;Roubo seguido de morte (latrocínio);2018;maio;1
AL;Tentativa de homicídio;2018;maio;55
AL;Estupro;2018;junho;34
AL;Furto de veículo;2018;junho;135
AL;Homicídio doloso;2018;junho;113
AL;Lesão corporal seguida de morte;2018;junho;2
AL;Roubo a instituição financeira;2018;junho;5
AL;Roubo de carga;2018;junho;11
AL;Roubo de veículo;2018;junho;306
AL;Roubo seguido de morte (latrocínio);2018;junho;2
AL;Tentativa de homicídio;2018;junho;52
AL;Estupro;2018;julho;34
AL;Furto de veículo;2018;julho;99
AL;Homicídio doloso;2018;julho;90
AL;Lesão corporal seguida de morte;2018;julho;1
AL;Roubo a instituição financeira;2018;julho;0
AL;Roubo de carga;2018;julho;5
AL;Roubo de veículo;2018;julho;373
AL;Roubo seguido de morte (latrocínio);2018;julho;0
AL;Tentativa de homicídio;2018;julho;24
AL;Estupro;2018;agosto;43
AL;Furto de veículo;2018;agosto;102
AL;Homicídio doloso;2018;agosto;104
AL;Lesão corporal seguida de morte;2018;agosto;0
AL;Roubo a instituição financeira;2018;agosto;1
AL;Roubo de carga;2018;agosto;5
AL;Roubo de veículo;2018;agosto;275
AL;Roubo seguido de morte (latrocínio);2018;agosto;6
AL;Tentativa de homicídio;2018;agosto;32
AL;Estupro;2018;setembro;30
AL;Furto de veículo;2018;setembro;74
AL;Homicídio doloso;2018;setembro;97
AL;Lesão corporal seguida de morte;2018;setembro;0
AL;Roubo a instituição financeira;2018;setembro;1
AL;Roubo de carga;2018;setembro;8
AL;Roubo de veículo;2018;setembro;285
AL;Roubo seguido de morte (latrocínio);2018;setembro;7
AL;Tentativa de homicídio;2018;setembro;28
AL;Estupro;2018;outubro;22
AL;Furto de veículo;2018;outubro;70
AL;Homicídio doloso;2018;outubro;92
AL;Lesão corporal seguida de morte;2018;outubro;2
AL;Roubo a instituição financeira;2018;outubro;0
AL;Roubo de carga;2018;outubro;4
AL;Roubo de veículo;2018;outubro;268
AL;Roubo seguido de morte (latrocínio);2018;outubro;3
AL;Tentativa de homicídio;2018;outubro;31
AL;Estupro;2018;novembro;20
AL;Furto de veículo;2018;novembro;54
AL;Homicídio doloso;2018;novembro;85
AL;Lesão corporal seguida de morte;2018;novembro;1
AL;Roubo a instituição financeira;2018;novembro;0
AL;Roubo de carga;2018;novembro;3
AL;Roubo de veículo;2018;novembro;274
AL;Roubo seguido de morte (latrocínio);2018;novembro;0
AL;Tentativa de homicídio;2018;novembro;32
AL;Estupro;2018;dezembro;20
AL;Furto de veículo;2018;dezembro;50
AL;Homicídio doloso;2018;dezembro;108
AL;Lesão corporal seguida de morte;2018;dezembro;0
AL;Roubo a instituição financeira;2018;dezembro;0
AL;Roubo de carga;2018;dezembro;5
AL;Roubo de veículo;2018;dezembro;210
AL;Roubo seguido de morte (latrocínio);2018;dezembro;3
AL;Tentativa de homicídio;2018;dezembro;26
AP;Estupro;2018;janeiro;1
AP;Furto de veículo;2018;janeiro;33
AP;Homicídio doloso;2018;janeiro;7
AP;Lesão corporal seguida de morte;2018;janeiro;0
AP;Roubo a instituição financeira;2018;janeiro;0
AP;Roubo de veículo;2018;janeiro;18
AP;Roubo seguido de morte (latrocínio);2018;janeiro;1
AP;Tentativa de homicídio;2018;janeiro;2
AP;Estupro;2018;fevereiro;24
AP;Furto de veículo;2018;fevereiro;57
AP;Homicídio doloso;2018;fevereiro;14
AP;Lesão corporal seguida de morte;2018;fevereiro;2
AP;Roubo a instituição financeira;2018;fevereiro;0
AP;Roubo de veículo;2018;fevereiro;31
AP;Roubo seguido de morte (latrocínio);2018;fevereiro;3
AP;Tentativa de homicídio;2018;fevereiro;5
AP;Estupro;2018;março;26
AP;Furto de veículo;2018;março;41
AP;Homicídio doloso;2018;março;17
AP;Lesão corporal seguida de morte;2018;março;3
AP;Roubo a instituição financeira;2018;março;3
AP;Roubo de veículo;2018;março;43
AP;Roubo seguido de morte (latrocínio);2018;março;3
AP;Tentativa de homicídio;2018;março;5
AP;Estupro;2018;abril;22
AP;Furto de veículo;2018;abril;59
AP;Homicídio doloso;2018;abril;27
AP;Lesão corporal seguida de morte;2018;abril;8
AP;Roubo a instituição financeira;2018;abril;2
AP;Roubo de veículo;2018;abril;42
AP;Roubo seguido de morte (latrocínio);2018;abril;1
AP;Tentativa de homicídio;2018;abril;11
AP;Estupro;2018;maio;30
AP;Furto de veículo;2018;maio;63
AP;Homicídio doloso;2018;maio;14
AP;Lesão corporal seguida de morte;2018;maio;1
AP;Roubo a instituição financeira;2018;maio;2
AP;Roubo de carga;2018;maio;3
AP;Roubo de veículo;2018;maio;45
AP;Roubo seguido de morte (latrocínio);2018;maio;3
AP;Tentativa de homicídio;2018;maio;9
AP;Estupro;2018;junho;27
AP;Furto de veículo;2018;junho;60
AP;Homicídio doloso;2018;junho;22
AP;Lesão corporal seguida de morte;2018;junho;0
AP;Roubo a instituição financeira;2018;junho;3
AP;Roubo de veículo;2018;junho;39
AP;Roubo seguido de morte (latrocínio);2018;junho;6
AP;Tentativa de homicídio;2018;junho;4
AP;Estupro;2018;julho;16
AP;Furto de veículo;2018;julho;54
AP;Homicídio doloso;2018;julho;19
AP;Lesão corporal seguida de morte;2018;julho;0
AP;Roubo a instituição financeira;2018;julho;0
AP;Roubo de carga;2018;julho;1
AP;Roubo de veículo;2018;julho;45
AP;Roubo seguido de morte (latrocínio);2018;julho;4
AP;Tentativa de homicídio;2018;julho;7
AP;Estupro;2018;agosto;21
AP;Furto de veículo;2018;agosto;72
AP;Homicídio doloso;2018;agosto;31
